name,city,verdict,confidence,website_found,domain,phone,address,rating,category,gmaps_url,evidence,phases_completed
Utopian Luxe,Lucknow,has_website,95,https://utopianluxe.com,utopianluxe.com,,,4758,hotels,,"Phase1: 25 domain variants generated;   ✅ utopianluxe.com → MATCH: full biz name in content, biz+city in title, biz+city within 150 chars, address mentions Lucknow, domain == biz name",1
Celestial Manor,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated;   ⚠️ celestialmanor.com → same-name in BANGALORE;   ⚠️ celestialmanor.com → same-name in BANGALORE; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=187, has_site=0, net=187, phases=3/5",3
"Elite Suites Hotel, Gomti Nagar",Lucknow,no_website,90,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=40, net=98, phases=3/5",3
The Ecstasy Hotel,Lucknow,has_website,90,https://www.theecstasylko.com/,,,,4758,hotels,,"Phase1: 55 domain variants generated; Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Hotel Millenia Regency Lucknow,Lucknow,has_website,90,https://milleniaregency.hotellucknow.net/en/,,,,4758,hotels,,"Phase1: 30 domain variants generated;   hmrl.in → 200 (PARKED);   hmrl.in → 200 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
FabHotel Prime V Hazratganj,Lucknow,has_website,90,https://www.fabhotels.com/hotels-in-lucknow/fabhotel-v-hotel-charbagh.html?guests=2&pdpSource=srp&searchTerm=charbagh&srpType=SEO,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
Hotel Emperio Grand & Banquet Hall - Banquet Hall In Lucknow - Marriage Hall In Lucknow,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=35, net=103, phases=3/5",3
SHAKUNTALA RESIDENCY,Lucknow,has_website,85,https://shakuntalaresidency.com,shakuntalaresidency.com,,,4758,hotels,,"Phase1: 25 domain variants generated;   ✅ shakuntalaresidency.com → MATCH: full biz name in content, domain == biz name",1
Hotel Shelter Charbagh Lucknow,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=197, has_site=0, net=197, phases=3/5",3
Chinmay Resort (A Unit of Chinmay Resort Pvt. Ltd.,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
"Hotel Aurelia Grand - Hotel in Gomti Nagar, Lucknow",Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
"Hotel New Lucknow | Best and budget hotel for couples,family and officials | near charbagh and aminabad |",Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Hotel Charans Plaza,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
asar Capoors Hotel Hazratganj by Orion Hotels,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
"FabHotel Geetraj Palace - Hotel in Alambagh, Lucknow",Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Hotel Orchid Rooms & Banquet - Hotels In Gomti Nagar Lucknow With Banquet Hall,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
The Lillivillas-Best banquet in Alambagh Lucknow-Banquet in Alambagh Lucknow-Best hotel in Lucknow,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 45 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=213, has_site=0, net=213, phases=3/5",3
Hotel Silvete,Lucknow,has_website,95,https://hotelsilvete.com,hotelsilvete.com,,,4758,hotels,,"Phase1: 25 domain variants generated;   ✅ hotelsilvete.com → MATCH: full biz name in content, biz name in title, domain == biz name",1
HOTEL S P International,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Hotel Royal Presidency Inn,Lucknow,has_website,95,https://hotelroyalpresidencyinn.com,hotelroyalpresidencyinn.com,,,4758,hotels,,"Phase1: 30 domain variants generated;   ✅ hotelroyalpresidencyinn.com → MATCH: full biz name in content, biz+city within 150 chars, domain == biz name",1
Gemini Continental,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated;   ⚠️ geminicontinental.com → same-name in KOLKATA;   ⚠️ geminicontinental.com → same-name in KOLKATA; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=187, has_site=0, net=187, phases=3/5",3
"Hotel I.P. Palace,Conference & Banquet Hall",Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
"Elegance Suites, Gomti Nagar",Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=171, has_site=0, net=171, phases=3/5",3
Pinnacle by Click Hotels,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=195, has_site=0, net=195, phases=3/5",3
Hotel Vishwanath,Lucknow,has_website,95,https://hotelvishwanath.com,hotelvishwanath.com,,,4758,hotels,,"Phase1: 25 domain variants generated;   ✅ hotelvishwanath.com → MATCH: full biz name in content, biz name in title, domain == biz name",1
"Deep Clarks Inn, Lucknow",Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=195, has_site=0, net=195, phases=3/5",3
Treebo Shivam Inn Near Singapore Mall,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Hotel D Silver Leaf,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
hotel Lucknow central,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
THE LUCKNOW HOTELS,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 40 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=239, has_site=0, net=239, phases=3/5",3
Hotel The Leaf Lucknow,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Roop Guest House,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=243, has_site=0, net=243, phases=3/5",3
The Shaurya Inn,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 40 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=227, has_site=0, net=227, phases=3/5",3
Eclat Suites Mint Gomti Nagar,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Hotel Resto,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Sky Stay,Lucknow,has_website,85,https://skystay.com,skystay.com,,,4758,hotels,,"Phase1: 25 domain variants generated;   ✅ skystay.com → MATCH: full biz name in content, domain == biz name",1
Hotel Vils,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Super Townhouse Geetraj Near Shalimar Gateway,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Tobo Hotels Syona Residency,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=181, has_site=0, net=181, phases=3/5",3
Super Collection O Yamuna Palace Near Gomti Riverfront Park,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
The Arcas Hotel,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 55 domain variants generated;   arcas.in → 200 (PARKED);   arcas.in → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=241, has_site=0, net=241, phases=3/5",3
Fairfield by Marriott Lucknow,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=155, has_site=0, net=155, phases=3/5",3
Hotel Amansara,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Deep Avadh,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Super Hotel O Gomti Nagar Vigyan khand,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Goroomgo Krishna Palace Charbagh Lucknow,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Hotel Amber,Lucknow,has_website,95,https://hotelamber.co.in,hotelamber.co.in,,,4758,hotels,,"Phase1: 25 domain variants generated;   ✅ hotelamber.co.in → MATCH: full biz name in content, biz name in title, domain == biz name",1
Shree Hotel,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 45 domain variants generated;   theshree.com → 200 (PARKED);   theshree.com → 200 (PARKED);   shreehotel.in → 200 (PARKED);   shreehotel.in → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=271, has_site=0, net=271, phases=3/5",3
Hotel Airport Suites,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Hotel Royal Suites,Lucknow,has_website,95,https://hotelroyalsuites.co.in,hotelroyalsuites.co.in,,,4758,hotels,,"Phase1: 25 domain variants generated;   ⚠️ hotelroyalsuites.com → same-name in KOLKATA;   ⚠️ hotelroyalsuites.com → same-name in KOLKATA;   ✅ hotelroyalsuites.co.in → MATCH: full biz name in content, biz name in title, domain == biz name",1
होटल द कॉन्टिनेंटल - Top 10 Hotels for Stay in Lucknow,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Hotel Rituraj,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Treebo Silver Grand,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Trijal Inn - Hotel & Banquets,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=167, has_site=0, net=167, phases=3/5",3
OYO Collection O Vrindavan Yojna Lucknow Formerly Khushboo Palace,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
JB Skyhilton Inn,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Palette Oraya Greens Kathauta Lake Lucknow,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Hotel Tamanna,Lucknow,has_website,95,https://hotel-tamanna.in,hotel-tamanna.in,,,4758,hotels,,"Phase1: 25 domain variants generated;   ✅ hotel-tamanna.in → MATCH: full biz name in content, biz+city in title, biz+city within 150 chars, domain == biz name",1
Townhouse Kathauta Lake Formerly Shivanya,Lucknow,no_website,93,,,,,4758,hotels,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Madhurima Hotel,Lucknow,has_website,95,https://madhurimahotel.com,madhurimahotel.com,,,4758,hotels,,"Phase1: 45 domain variants generated;   ✅ madhurimahotel.com → MATCH: full biz name in content, biz name in title, domain == biz name",1
The Coffee palette,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 40 domain variants generated;   coffeepalette.com → 200 (PARKED);   coffeepalette.com → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=239, has_site=0, net=239, phases=3/5",3
The Cherry Tree Cafe,Lucknow,has_website,85,https://thecherrytreecafe.com,thecherrytreecafe.com,,,423923,cafes,,"Phase1: 60 domain variants generated;   ✅ thecherrytreecafe.com → MATCH: full biz name in content, domain == biz name",1
D Cafe Caribbean - Best cafe in Lucknow,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
"Crazy Coffee | Indra Nagar, Lucknow",Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=167, has_site=0, net=167, phases=3/5",3
Sidewalk Cafe | Gomti Nagar Lucknow,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Owl Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 40 domain variants generated;   owl.co.in → 200 (PARKED);   owl.co.in → 200 (PARKED);   owl.net → 200 (PARKED);   owl.net → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=245, has_site=0, net=245, phases=3/5",3
The Encasa Bistro Coffee Bar & Dine - Aliganj,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 45 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=213, has_site=0, net=213, phases=3/5",3
Roastery Coffee House | Gomti Nagar,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Roastery Coffee House | Jahangirabad Palace,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=167, has_site=0, net=167, phases=3/5",3
1 LBS Cafe - Let's Bake Stories,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Cafe 1991,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Sheroes Hangout,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
The Fancave,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 35 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=217, has_site=0, net=217, phases=3/5",3
Caffeine culture,Lucknow,has_website,95,https://caffeineculture.in,caffeineculture.in,,,423923,cafes,,"Phase1: 25 domain variants generated;   ✅ caffeineculture.in → MATCH: full biz name in content, biz name in title, domain == biz name",1
Nukkad Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 45 domain variants generated;   ⚠️ nukkadcafe.com → same-name in PUNE;   ⚠️ nukkadcafe.com → same-name in PUNE;   ⚠️ nukkadcafe.co.in → same-name in PUNE;   ⚠️ nukkadcafe.co.in → same-name in PUNE;   nukkad.in → 200 (PARKED);   nukkad.in → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=296, has_site=0, net=296, phases=3/5",3
Cafe WTF( Where's The Food),Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=183, has_site=0, net=183, phases=3/5",3
Gulli's cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=243, has_site=0, net=243, phases=3/5",3
Farzi Engineer's Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 50 domain variants generated;   farziengineers.com → 403 (PARKED);   farziengineers.com → 403 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=255, has_site=0, net=255, phases=3/5",3
TALLLK Espresso Bar & Kitchen,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 55 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=249, has_site=0, net=249, phases=3/5",3
WAMESH CAFE (Al Baik),Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Cafe Hons- House of No Sugar,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
FARSHA CAFE & DINE IN,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=211, has_site=0, net=211, phases=3/5",3
Cosmos The Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=243, has_site=0, net=243, phases=3/5",3
The Charcoal Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 55 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=244, has_site=0, net=244, phases=3/5",3
Fahrenheit Cafe Lucknow,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Buttercup Bungalow,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated;   buttercupbungalow.com → 200 (PARKED);   buttercupbungalow.com → 200 (PARKED);   ⚠️ buttercupbungalow.in → same-name in KOLKATA;   ⚠️ buttercupbungalow.in → same-name in KOLKATA; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=197, has_site=0, net=197, phases=3/5",3
Fireside sky lounge,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=243, has_site=0, net=243, phases=3/5",3
Sassy Canteen,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Midtimes Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 45 domain variants generated;   midtimes.com → 403 (PARKED);   midtimes.com → 403 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=235, has_site=0, net=235, phases=3/5",3
Planter's Tea Bar & Book Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 55 domain variants generated;   ptbbc.com → 403 (PARKED);   ptbbc.com → 403 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=263, has_site=0, net=263, phases=3/5",3
De Globe Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=225, has_site=0, net=225, phases=3/5",3
The Coffee Crest,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 40 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=215, has_site=0, net=215, phases=3/5",3
Cafe Tales,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=183, has_site=0, net=183, phases=3/5",3
Heaven Cafe,Lucknow,has_website,95,https://heavencafe.in,heavencafe.in,,,423923,cafes,,"Phase1: 45 domain variants generated;   ✅ heavencafe.in → MATCH: full biz name in content, biz name in title, domain == biz name",1
The GP Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 40 domain variants generated;   gpcafe.com → 403 (PARKED);   gpcafe.com → 403 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=227, has_site=0, net=227, phases=3/5",3
Marilyn - Cafe & Bar,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=255, has_site=0, net=255, phases=3/5",3
"Central,the lounge cafe",Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=243, has_site=0, net=243, phases=3/5",3
The Concept Headquarters,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 40 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=203, has_site=0, net=203, phases=3/5",3
The Jail Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 55 domain variants generated;   jailcafe.com → 200 (PARKED);   jailcafe.com → 200 (PARKED);   jail.com → 200 (PARKED);   jail.com → 200 (PARKED);   jail.net → 200 (PARKED);   jail.net → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=225, has_site=0, net=225, phases=3/5",3
Lassi Day Cafe & BurgerPav,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Mood Bakers,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated;   moodbakers.com → 403 (PARKED);   moodbakers.com → 403 (PARKED);   moodbakers.in → 200 (PARKED);   moodbakers.in → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=173, has_site=0, net=173, phases=3/5",3
The Hazelnut Factory - Hazratganj,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 40 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=203, has_site=0, net=203, phases=3/5",3
The Kingsland cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 55 domain variants generated;   kingslandcafe.com → 200 (PARKED);   kingslandcafe.com → 200 (PARKED);   kingslandcafe.in → 200 (PARKED);   kingslandcafe.in → 200 (PARKED);   kingsland.in → 200 (PARKED);   kingsland.in → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=255, has_site=0, net=255, phases=3/5",3
The Fresh Factory,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 40 domain variants generated;   thefreshfactory.org → 200 (PARKED);   thefreshfactory.org → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=259, has_site=0, net=259, phases=3/5",3
Exer Club,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 45 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=237, has_site=0, net=237, phases=3/5",3
Café De Leila,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Curry Leaf Indiranagar,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Truccos,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 20 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=123, has_site=0, net=123, phases=3/5",3
Moonlight cafe & restarunt,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Skydeck Cafe and Restaurant,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=243, has_site=0, net=243, phases=3/5",3
Garden Bakery,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Talab Cafe,Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 45 domain variants generated;   talab.in → 200 (PARKED);   talab.in → 200 (PARKED); Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=251, has_site=0, net=251, phases=3/5",3
"Theobroma Bakery and Cake Shop - Hazratganj, Lucknow",Lucknow,no_website,93,,,,,423923,cafes,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
